state_name,county_name,population_density,rural_population,gas_percentage,electricity_percentage,oil_percentage,percentage_of_underserved_population,percentage_of_population_without_broadband_or_computer
Colorado,Conejos,5.866735,Rural,0.54,0.135,0.004,100.0,25.2
Utah,San Juan,1.856395,Rural,0.48,0.166,0.007,100.0,44.4
Indiana,Putnam,76.87644,Rural,0.513,0.382,0.042,100.0,17.4
Idaho,Gooding,21.28004,Rural,0.222,0.648,0.033,100.0,21.4
Tennessee,Tipton,134.1408,Rural,0.615,0.366,0.002,100.0,19.7
Louisiana,West Baton Rouge,142.3318,Not rural,0.391,0.598,0.0,84.9,14.8
Missouri,Putnam,9.081472,Rural,0.715,0.245,0.0,100.0,33.2
Wyoming,Teton,5.841102,Rural,0.295,0.651,0.004,100.0,12.4
Wisconsin,Grant,45.20276,Rural,0.696,0.151,0.059,100.0,16.7
North Dakota,Morton,17.23465,Not rural,0.779,0.179,0.003,63.8,13.4
North Carolina,Chowan,80.1299,Rural,0.363,0.588,0.023,100.0,26.2
North Carolina,Buncombe,410.4346,Not rural,0.243,0.644,0.078,71.1,15.4
California,Plumas,7.69664,Rural,0.307,0.106,0.172,100.0,15.2
Virginia,Petersburg,1463.923,Not rural,0.326,0.632,0.022,93.4,23.7
Vermont,Washington,86.99095,Rural,0.291,0.06,0.487,100.0,13.7
South Dakota,Meade,8.634563,Not rural,0.626,0.333,0.002,85.7,12.4
Indiana,Marion,2450.42,Not rural,0.588,0.401,0.002,74.7,17.2
Arkansas,Chicot,16.0665,Rural,0.498,0.489,0.0,100.0,30.8
Georgia,Bibb,627.7662,Not rural,0.376,0.61,0.001,84.2,21.3
Arkansas,Pope,78.27221,Not rural,0.269,0.693,0.001,84.3,20.8
Virginia,Southampton,30.04527,Rural,0.142,0.695,0.128,100.0,19.2
Texas,Gregg,454.4765,Not rural,0.355,0.639,0.0,83.3,18.1
New York,Rockland,1942.176,Not rural,0.853,0.103,0.026,70.5,20.0
Arkansas,Marion,28.33564,Rural,0.293,0.559,0.001,100.0,19.4
Virginia,Suffolk,237.6348,Not rural,0.407,0.546,0.03,75.2,14.6
Colorado,El Paso,343.4529,Not rural,0.737,0.246,0.001,68.0,6.7
Missouri,St. Francois,147.8558,Rural,0.276,0.688,0.0,100.0,16.2
Texas,Ward,13.57942,Rural,0.442,0.548,0.003,100.0,23.4
Colorado,Kiowa,0.7619603,Rural,0.842,0.111,0.0,100.0,9.5
Texas,Wilbarger,13.17787,Rural,0.551,0.446,0.0,100.0,28.4
Oregon,Curry,14.37254,Rural,0.049,0.774,0.004,100.0,14.8
Colorado,Teller,44.4376,Rural,0.737,0.141,0.002,100.0,7.9
Missouri,Clinton,50.49648,Rural,0.658,0.299,0.0,100.0,14.6
Utah,Wasatch,29.74548,Rural,0.836,0.128,0.0,100.0,6.5
Idaho,Caribou,4.000694,Rural,0.752,0.18,0.005,100.0,8.9
North Carolina,Rockingham,161.2486,Rural,0.296,0.631,0.032,100.0,25.9
Arkansas,Prairie,12.69002,Rural,0.357,0.597,0.0,100.0,36.0
Arkansas,Bradley,16.11449,Rural,0.422,0.541,0.0,100.0,27.0
Texas,Hamilton,9.862252,Rural,0.465,0.51,0.0,100.0,23.8
Maryland,Caroline,104.307,Rural,0.184,0.56,0.165,100.0,14.5
Minnesota,Douglas,61.36341,Rural,0.684,0.248,0.021,100.0,15.7
Montana,Jefferson,7.406772,Rural,0.67,0.125,0.001,100.0,16.0
Virginia,Fairfax,2929.141,Not rural,0.564,0.414,0.014,72.8,5.1
Montana,Deer Lodge,12.80742,Rural,0.71,0.196,0.014,100.0,17.8
Tennessee,Anderson,229.3463,Not rural,0.429,0.547,0.001,79.4,14.9
Ohio,Huron,118.8803,Rural,0.66,0.256,0.021,100.0,16.0
Georgia,Bacon,39.20692,Rural,0.083,0.907,0.0,100.0,28.7
Delaware,Kent,311.2304,Not rural,0.525,0.332,0.107,96.5,12.1
Ohio,Wood,213.1758,Not rural,0.753,0.217,0.004,70.4,10.8
Georgia,Jackson,226.8507,Not rural,0.225,0.748,0.0,94.7,17.1
Kansas,Anderson,13.45487,Rural,0.749,0.174,0.001,100.0,27.0
Illinois,Knox,69.44728,Not rural,0.78,0.199,0.001,83.0,20.9
Montana,Wheatland,1.448174,Rural,0.679,0.175,0.017,100.0,33.7
Tennessee,Cannon,54.51458,Rural,0.265,0.694,0.001,100.0,24.4
Maine,Franklin,17.58331,Rural,0.128,0.093,0.569,100.0,18.9
Kentucky,Menifee,30.33333,Rural,0.363,0.541,0.0,100.0,23.3
South Dakota,McPherson,1.98035,Rural,0.392,0.272,0.263,100.0,25.4
Colorado,Gunnison,5.253863,Rural,0.491,0.341,0.003,100.0,11.1
Michigan,Charlevoix,62.86845,Rural,0.758,0.106,0.013,100.0,16.2
Minnesota,Swift,13.21518,Rural,0.698,0.22,0.056,100.0,19.6
Ohio,Seneca,99.92625,Rural,0.663,0.258,0.02,100.0,15.6
Georgia,Tattnall,50.55529,Rural,0.151,0.833,0.0,100.0,23.5
Texas,Stephens,10.32651,Rural,0.419,0.553,0.0,100.0,16.6
North Carolina,Martin,48.1845,Rural,0.301,0.629,0.037,100.0,23.7
Montana,Ravalli,18.76898,Rural,0.617,0.196,0.005,100.0,15.1
Georgia,Wilkes,20.46855,Rural,0.459,0.485,0.0,100.0,45.3
Washington,Lincoln,4.776249,Rural,0.313,0.501,0.042,100.0,12.2
California,San Mateo,1681.321,Not rural,0.665,0.306,0.002,81.7,6.7
Ohio,Williams,87.8928,Rural,0.703,0.247,0.017,100.0,13.0
Colorado,Baca,1.368301,Rural,0.875,0.102,0.0,100.0,21.3
Idaho,Boundary,9.722713,Rural,0.423,0.282,0.0,100.0,17.7
Idaho,Bear Lake,6.596102,Rural,0.663,0.17,0.007,100.0,9.4
Ohio,Union,146.883,Not rural,0.743,0.209,0.016,77.9,8.4
Ohio,Cuyahoga,2748.449,Not rural,0.818,0.163,0.001,73.8,16.0
Texas,Lavaca,21.01558,Rural,0.351,0.61,0.001,100.0,18.5
Oklahoma,Nowata,16.71917,Rural,0.495,0.362,0.002,100.0,30.6
Georgia,Glascock,20.19541,Rural,0.328,0.639,0.0,100.0,24.7
Oregon,Umatilla,24.85002,Rural,0.352,0.579,0.012,100.0,16.2
South Dakota,Oglala Lakota,6.54136,Rural,0.534,0.339,0.026,100.0,51.7
Kansas,Marshall,11.12446,Rural,0.798,0.164,0.005,100.0,15.2
Louisiana,Madison,16.06602,Rural,0.493,0.49,0.012,100.0,41.7
Montana,Valley,1.533054,Rural,0.796,0.167,0.001,100.0,16.8
Georgia,Whitfield,354.7421,Not rural,0.112,0.875,0.002,93.3,15.0
Kansas,Wichita,2.965627,Rural,0.815,0.185,0.0,100.0,15.3
South Dakota,Charles Mix,8.478388,Rural,0.462,0.413,0.066,100.0,31.2
Nebraska,Cedar,11.31384,Rural,0.637,0.333,0.009,100.0,11.8
Washington,Kitsap,697.0635,Not rural,0.327,0.579,0.033,87.7,5.8
Illinois,McHenry,515.6359,Not rural,0.892,0.1,0.0,67.2,5.1
Montana,Petroleum,0.2512647,Rural,0.492,0.249,0.0,100.0,13.5
Missouri,Carroll,12.25559,Rural,0.673,0.255,0.002,100.0,27.8
Washington,Whitman,21.83199,Not rural,0.323,0.601,0.031,74.4,13.6
Minnesota,Steele,87.05888,Not rural,0.826,0.131,0.003,65.6,9.4
Nebraska,Thayer,8.724188,Rural,0.615,0.315,0.007,100.0,17.8
Tennessee,Crockett,52.55562,Rural,0.429,0.548,0.003,100.0,23.9
Iowa,Hamilton,25.97226,Rural,0.837,0.151,0.0,100.0,20.1
Ohio,Warren,605.8259,Not rural,0.582,0.371,0.024,67.3,5.8
Georgia,Spalding,344.0059,Not rural,0.526,0.462,0.0,87.9,27.3
New Jersey,Hunterdon,301.7498,Not rural,0.533,0.099,0.326,80.7,6.2
Missouri,Vernon,23.93176,Rural,0.494,0.405,0.0,100.0,17.7
Indiana,Parke,36.7129,Rural,0.601,0.285,0.006,100.0,27.0
Iowa,Franklin,17.20873,Rural,0.711,0.253,0.012,100.0,23.6
Georgia,Butts,138.9406,Rural,0.275,0.685,0.01,100.0,26.9
Colorado,Elbert,14.30042,Rural,0.82,0.099,0.003,100.0,6.0
Rhode Island,Bristol,2099.232,Not rural,0.605,0.077,0.307,52.2,8.9
Texas,Bosque,18.72283,Rural,0.31,0.66,0.001,100.0,21.3
Rhode Island,Newport,834.1461,Not rural,0.41,0.12,0.44,64.5,10.7
Ohio,Fairfield,315.9833,Not rural,0.686,0.274,0.016,74.8,11.1
North Dakota,Pierce,3.927193,Rural,0.331,0.519,0.104,100.0,12.9
Illinois,Carroll,35.01072,Rural,0.857,0.11,0.007,100.0,13.2
Minnesota,Red Lake,9.047029,Rural,0.491,0.313,0.124,100.0,15.5
Oregon,Jefferson,13.84018,Rural,0.157,0.621,0.016,100.0,16.1
Tennessee,Cheatham,136.1463,Rural,0.277,0.69,0.012,100.0,14.4
South Dakota,Union,36.24472,Not rural,0.597,0.368,0.004,84.3,13.4
Alabama,Elmore,141.7813,Not rural,0.265,0.718,0.002,88.8,14.5
Georgia,Lumpkin,118.0624,Rural,0.289,0.664,0.005,100.0,14.9
Ohio,Knox,119.2333,Rural,0.711,0.186,0.019,100.0,16.2
Iowa,Bremer,57.43556,Rural,0.8,0.167,0.005,100.0,11.0
Texas,Goliad,8.323835,Rural,0.175,0.812,0.0,100.0,25.1
North Carolina,Henderson,312.2917,Not rural,0.335,0.588,0.038,76.8,13.9
Florida,Indian River,320.3526,Not rural,0.032,0.946,0.0,88.9,15.9
Texas,Roberts,0.8267882,Rural,0.544,0.331,0.0,100.0,18.0
Nebraska,Deuel,4.22416,Rural,0.814,0.142,0.0,100.0,21.9
New York,Livingston,98.10664,Rural,0.651,0.147,0.099,100.0,12.0
Iowa,O'Brien,24.67214,Rural,0.643,0.335,0.002,100.0,14.4
Texas,Callahan,15.42076,Rural,0.305,0.669,0.004,100.0,21.5
Texas,Rains,53.40973,Rural,0.208,0.751,0.004,100.0,23.3
Kansas,Grant,12.76252,Rural,0.804,0.193,0.0,100.0,13.2
Virginia,Lee,51.19005,Rural,0.092,0.803,0.028,100.0,44.1
New Mexico,Sierra,2.751833,Rural,0.571,0.392,0.001,100.0,32.0
Arkansas,Drew,20.88776,Rural,0.386,0.581,0.0,100.0,23.7
Nebraska,Morrill,3.203852,Rural,0.656,0.271,0.003,100.0,19.4
Missouri,Benton,27.86232,Rural,0.236,0.656,0.006,100.0,23.3
Arkansas,Pike,16.99883,Rural,0.376,0.526,0.0,100.0,26.7
Colorado,Mesa,46.9042,Not rural,0.797,0.169,0.0,67.1,10.0
Missouri,Dent,19.27439,Rural,0.314,0.414,0.009,100.0,25.4
Virginia,Tazewell,77.85791,Rural,0.124,0.783,0.047,100.0,19.8
Pennsylvania,Pike,108.2703,Rural,0.338,0.393,0.181,100.0,10.5
Pennsylvania,Susquehanna,46.80048,Not rural,0.277,0.168,0.36,98.5,14.0
Texas,Morris,47.59331,Rural,0.386,0.601,0.002,100.0,19.2
Pennsylvania,Washington,244.6075,Not rural,0.689,0.204,0.077,77.7,11.9
Vermont,Addison,48.84832,Rural,0.285,0.051,0.464,100.0,11.8
Kansas,Leavenworth,177.0582,Not rural,0.746,0.224,0.001,83.5,12.1
Michigan,Muskegon,349.1611,Not rural,0.887,0.07,0.009,89.5,16.3
Mississippi,Hinds,260.4383,Not rural,0.481,0.506,0.0,93.5,18.4
Texas,Lampasas,30.63597,Not rural,0.213,0.764,0.005,99.1,19.0
Virginia,Loudoun,815.8671,Not rural,0.657,0.313,0.02,74.0,4.0
Missouri,St. Clair,13.82261,Rural,0.411,0.418,0.002,100.0,24.7
New York,Delaware,30.94213,Rural,0.268,0.124,0.419,100.0,18.3
Montana,Phillips,0.8234733,Rural,0.811,0.128,0.039,100.0,22.4
Missouri,Mercer,7.749509,Rural,0.615,0.271,0.028,100.0,27.4
Washington,Mason,68.83723,Rural,0.152,0.731,0.003,100.0,14.1
North Carolina,Nash,175.8092,Not rural,0.337,0.65,0.002,91.2,17.7
Virginia,York,670.8416,Not rural,0.5,0.458,0.033,70.7,6.8
Missouri,Pettis,63.11453,Not rural,0.544,0.422,0.0,82.2,18.0
Montana,Missoula,45.71561,Not rural,0.621,0.319,0.005,66.1,9.7
Kansas,Chautauqua,5.304587,Rural,0.706,0.188,0.0,100.0,30.1
Texas,Upshur,70.77603,Not rural,0.172,0.798,0.001,97.1,17.2
Virginia,Culpeper,139.3052,Rural,0.432,0.465,0.059,100.0,11.8
Oklahoma,Haskell,20.202,Rural,0.486,0.467,0.008,100.0,26.6
West Virginia,Ohio,398.9787,Not rural,0.673,0.279,0.012,80.0,22.0
West Virginia,Morgan,75.24686,Rural,0.085,0.584,0.108,100.0,21.8
Virginia,Rockingham,98.73576,Not rural,0.145,0.639,0.121,90.2,18.5
Indiana,Whitley,102.0923,Not rural,0.664,0.259,0.012,99.4,14.9
California,Siskiyou,7.015549,Rural,0.097,0.304,0.233,100.0,15.5
South Dakota,Day,5.333059,Rural,0.54,0.37,0.049,100.0,24.1
Louisiana,Orleans,2244.302,Not rural,0.364,0.626,0.0,84.1,22.4
Alabama,Jefferson,604.8049,Not rural,0.517,0.474,0.001,79.5,16.6
Alabama,Walker,82.14355,Rural,0.183,0.788,0.004,100.0,22.1
Missouri,DeKalb,28.09487,Rural,0.504,0.383,0.001,100.0,19.3
Florida,Gadsden,84.71748,Not rural,0.146,0.831,0.007,99.9,36.4
Georgia,Dade,93.28677,Not rural,0.304,0.649,0.009,96.5,20.0
Mississippi,DeSoto,390.9218,Not rural,0.599,0.387,0.0,78.5,10.7
Virginia,Warren,190.1461,Rural,0.145,0.658,0.112,100.0,11.8
Illinois,Edwards,27.7968,Rural,0.657,0.283,0.006,100.0,14.6
Tennessee,Madison,177.0434,Not rural,0.531,0.455,0.0,83.2,18.6
Alabama,Randolph,38.20341,Rural,0.326,0.636,0.005,100.0,23.6
North Carolina,Ashe,62.77564,Rural,0.184,0.469,0.237,100.0,24.1
Colorado,Dolores,2.182407,Rural,0.778,0.072,0.0,100.0,26.9
Ohio,Licking,262.0704,Not rural,0.739,0.209,0.017,81.6,10.8
Virginia,Manassas,4329.981,Not rural,0.477,0.511,0.006,82.2,10.1
Arkansas,Union,37.35564,Rural,0.479,0.499,0.0,100.0,32.9
Illinois,Henderson,16.82714,Rural,0.867,0.105,0.001,100.0,13.7
Alabama,Montgomery,290.4827,Not rural,0.48,0.511,0.001,88.1,17.5
Colorado,Arapahoe,820.2358,Not rural,0.678,0.304,0.001,68.2,7.7
Kentucky,Marion,57.1298,Rural,0.332,0.612,0.002,100.0,22.6
Washington,Skagit,74.83393,Not rural,0.537,0.384,0.011,93.3,8.6
Mississippi,Jones,96.6432,Rural,0.365,0.612,0.002,100.0,37.5
Wisconsin,Columbia,76.11288,Rural,0.764,0.159,0.018,100.0,14.4
North Carolina,Brunswick,164.3643,Not rural,0.11,0.868,0.007,94.1,13.6
Minnesota,Clearwater,8.54952,Rural,0.538,0.216,0.076,100.0,16.8
Virginia,Northampton,57.30432,Rural,0.203,0.651,0.132,100.0,21.4
Kansas,Rooks,5.530433,Rural,0.802,0.159,0.0,100.0,18.1
Indiana,Fayette,108.7848,Rural,0.649,0.271,0.036,100.0,23.9
Nebraska,Hall,114.5244,Not rural,0.691,0.289,0.002,74.9,13.2
Nebraska,Hamilton,17.33967,Rural,0.634,0.344,0.0,100.0,10.4
Nebraska,Loup,1.116195,Rural,0.526,0.298,0.004,100.0,24.6
Montana,Sheridan,2.206399,Rural,0.613,0.259,0.07,100.0,11.3
Nebraska,Frontier,2.555838,Rural,0.59,0.282,0.001,100.0,18.6
Alabama,Bibb,35.74633,Rural,0.291,0.669,0.0,100.0,23.8
Mississippi,Lauderdale,103.3731,Not rural,0.281,0.695,0.0,93.6,23.9
Minnesota,Big Stone,10.34001,Rural,0.682,0.237,0.033,100.0,17.7
Minnesota,Blue Earth,92.29561,Not rural,0.787,0.184,0.007,72.1,10.9
Virginia,Highland,5.412333,Rural,0.163,0.405,0.086,100.0,18.7
Virginia,Spotsylvania,351.0152,Rural,0.377,0.574,0.023,100.0,8.0
New Hampshire,Strafford,356.3962,Not rural,0.358,0.109,0.456,77.0,10.3
Georgia,Houston,436.4278,Not rural,0.13,0.86,0.0,77.2,13.6
Michigan,Delta,31.45672,Rural,0.799,0.097,0.013,100.0,18.4
Arkansas,Sebastian,241.3181,Not rural,0.483,0.497,0.002,83.5,19.0
California,Santa Cruz,603.3872,Not rural,0.684,0.233,0.002,78.6,10.6
Georgia,McIntosh,25.92574,Rural,0.063,0.925,0.0,100.0,21.6
Georgia,Monroe,71.4153,Not rural,0.34,0.636,0.007,99.8,16.8
Missouri,Dunklin,51.99024,Rural,0.507,0.485,0.001,100.0,21.1
Texas,Wheeler,5.445403,Rural,0.571,0.393,0.0,100.0,19.6
Georgia,Forsyth,1127.358,Not rural,0.715,0.277,0.002,64.9,4.3
Texas,San Patricio,99.43732,Not rural,0.207,0.787,0.0,94.2,24.4
Mississippi,Walthall,34.38235,Rural,0.268,0.698,0.0,100.0,38.8
Missouri,Monroe,13.3842,Rural,0.545,0.413,0.001,100.0,23.9
Michigan,Isabella,113.3893,Not rural,0.715,0.183,0.014,88.4,21.5
Texas,Moore,23.65682,Rural,0.611,0.356,0.0,100.0,14.2
South Carolina,Calhoun,37.11118,Rural,0.17,0.807,0.004,100.0,23.9
Wyoming,Sublette,1.801091,Rural,0.62,0.189,0.007,100.0,12.0
Kentucky,Fleming,43.33868,Rural,0.227,0.638,0.0,100.0,23.0
Wisconsin,Clark,28.68733,Rural,0.668,0.116,0.042,100.0,30.1
South Carolina,York,415.5248,Not rural,0.481,0.5,0.005,74.8,9.4
Indiana,Adams,105.7073,Rural,0.568,0.286,0.03,100.0,32.0
Louisiana,Ascension,437.8835,Not rural,0.357,0.636,0.0,68.9,8.9
Pennsylvania,Union,135.804,Rural,0.205,0.396,0.292,100.0,21.2
Virginia,Chesterfield,864.2599,Not rural,0.305,0.659,0.024,72.6,6.9
Louisiana,Acadia,88.01913,Not rural,0.282,0.693,0.0,99.9,16.6
Pennsylvania,Crawford,82.85233,Rural,0.619,0.131,0.108,100.0,20.0
South Dakota,Tripp,3.477665,Rural,0.522,0.397,0.036,100.0,17.8
Iowa,Guthrie,17.97991,Rural,0.764,0.18,0.003,100.0,19.0
Iowa,Washington,39.61477,Rural,0.702,0.243,0.004,100.0,16.8
South Dakota,Sanborn,4.168704,Rural,0.514,0.382,0.051,100.0,15.6
Oklahoma,Grady,50.26076,Rural,0.5,0.462,0.003,100.0,22.2
West Virginia,Kanawha,199.5034,Not rural,0.533,0.449,0.004,92.5,17.3
Wisconsin,St. Croix,129.822,Not rural,0.785,0.163,0.008,99.8,10.4
Pennsylvania,Venango,74.85931,Rural,0.77,0.103,0.042,100.0,17.6
Ohio,Summit,1306.613,Not rural,0.855,0.13,0.005,65.6,12.9
Georgia,Glynn,201.5224,Rural,0.118,0.868,0.0,100.0,19.9
Texas,Webb,79.51324,Not rural,0.144,0.843,0.002,98.3,31.1
North Carolina,Montgomery,52.56773,Rural,0.145,0.749,0.07,100.0,26.1
Maine,Aroostook,10.07887,Rural,0.041,0.096,0.7,100.0,24.8
Mississippi,Jefferson Davis,27.64377,Rural,0.413,0.574,0.0,100.0,42.6
Indiana,Washington,54.76665,Rural,0.378,0.493,0.007,100.0,24.6
Texas,Blanco,16.36654,Rural,0.189,0.789,0.0,100.0,12.0
Virginia,Brunswick,28.19476,Rural,0.137,0.66,0.141,100.0,25.6
Tennessee,Dyer,71.86094,Rural,0.457,0.534,0.0,100.0,18.1
Tennessee,Gibson,83.70868,Rural,0.424,0.562,0.004,100.0,19.8
Virginia,Prince George,160.6757,Not rural,0.165,0.774,0.032,91.7,11.6
Arkansas,Lawrence,27.67188,Rural,0.631,0.295,0.0,100.0,23.0
North Dakota,Eddy,3.720812,Rural,0.675,0.276,0.022,100.0,23.9
Washington,Pierce,550.9625,Not rural,0.368,0.588,0.01,69.6,9.3
Idaho,Lincoln,4.330912,Rural,0.328,0.489,0.032,100.0,23.7
Pennsylvania,Lancaster,586.0663,Not rural,0.414,0.346,0.175,69.9,19.9
Wisconsin,Juneau,34.80077,Rural,0.751,0.134,0.018,100.0,17.0
Tennessee,Scott,41.1741,Rural,0.584,0.378,0.003,100.0,27.0
South Dakota,Corson,1.581572,Rural,0.853,0.084,0.049,100.0,42.7
South Dakota,Gregory,3.924332,Rural,0.444,0.431,0.062,100.0,24.5
North Carolina,Vance,168.3548,Rural,0.191,0.721,0.045,100.0,25.8
Kentucky,Caldwell,36.64074,Rural,0.573,0.395,0.0,100.0,22.7
South Carolina,Barnwell,37.66191,Rural,0.209,0.774,0.003,100.0,32.5
Tennessee,Decatur,34.39273,Rural,0.537,0.413,0.004,100.0,20.8
Indiana,Blackford,73.13958,Rural,0.523,0.418,0.007,100.0,22.6
Alabama,Etowah,193.1357,Not rural,0.395,0.589,0.002,93.1,20.1
Idaho,Camas,1.054705,Rural,0.232,0.402,0.096,100.0,19.3
Kansas,Reno,49.29548,Not rural,0.732,0.235,0.004,80.5,15.3
Tennessee,Maury,166.3604,Not rural,0.326,0.655,0.006,80.5,14.1
Wyoming,Goshen,5.657767,Rural,0.794,0.175,0.0,100.0,20.4
Wisconsin,Rusk,15.52071,Rural,0.718,0.09,0.037,100.0,23.0
Wisconsin,Waukesha,740.9035,Not rural,0.798,0.174,0.012,58.3,6.4
Kentucky,Garrard,74.69843,Rural,0.193,0.723,0.018,100.0,18.0
Massachusetts,Norfolk,1823.039,Not rural,0.575,0.173,0.236,60.1,6.3
Indiana,Hendricks,431.6584,Not rural,0.596,0.391,0.003,60.9,7.4
Illinois,Jackson,91.12187,Not rural,0.403,0.571,0.001,87.6,17.7
South Carolina,Georgetown,78.16145,Rural,0.108,0.872,0.009,100.0,22.7
North Dakota,Hettinger,2.1877,Rural,0.67,0.279,0.013,100.0,15.8
Utah,Grand,2.63555,Rural,0.812,0.137,0.0,100.0,6.9
Utah,Tooele,10.5155,Not rural,0.819,0.163,0.006,72.2,5.7
Virginia,Hampton,2666.442,Not rural,0.456,0.523,0.009,83.9,15.5
Wisconsin,Buffalo,19.72355,Rural,0.672,0.126,0.07,100.0,15.7
Virginia,Frederick,222.7046,Rural,0.375,0.502,0.036,100.0,16.0
West Virginia,Lewis,43.72886,Rural,0.716,0.237,0.0,100.0,22.9
Minnesota,Polk,15.793,Not rural,0.648,0.241,0.06,88.5,14.1
Minnesota,Redwood,17.5603,Rural,0.69,0.211,0.058,100.0,20.6
Tennessee,Fayette,59.91697,Not rural,0.633,0.346,0.001,99.9,19.0
Louisiana,St. Charles,187.9119,Not rural,0.408,0.588,0.0,72.1,15.1
Arkansas,Poinsett,30.32724,Rural,0.489,0.496,0.001,100.0,20.5
Florida,Gulf,27.1058,Rural,0.194,0.778,0.0,100.0,19.0
Tennessee,Hamblen,400.3451,Not rural,0.151,0.835,0.001,86.6,18.7
Alabama,Chilton,65.15244,Rural,0.233,0.754,0.001,100.0,25.2
Texas,Newton,13.20906,Rural,0.133,0.839,0.0,100.0,24.4
Texas,Hockley,23.6627,Rural,0.563,0.412,0.0,100.0,19.1
Georgia,Baldwin,169.2235,Rural,0.241,0.746,0.0,100.0,20.7
North Carolina,Transylvania,87.56513,Not rural,0.239,0.642,0.054,99.1,15.2
North Carolina,Surry,134.1025,Rural,0.116,0.723,0.1,100.0,28.6
Alabama,Coffee,78.88084,Not rural,0.119,0.868,0.0,83.3,15.9
Ohio,Shelby,118.0911,Not rural,0.638,0.271,0.014,82.0,13.5
Idaho,Canyon,400.3171,Not rural,0.628,0.321,0.014,75.2,12.4
Montana,Daniels,1.076234,Rural,0.657,0.22,0.087,100.0,22.9
Florida,Leon,440.0296,Not rural,0.116,0.866,0.003,76.7,10.3
Oklahoma,Payne,119.81,Not rural,0.516,0.466,0.003,78.8,16.4
Alabama,Covington,36.42836,Rural,0.227,0.759,0.001,100.0,22.6
Indiana,Lawrence,100.4417,Rural,0.557,0.374,0.004,100.0,19.5
Kansas,Gray,6.582132,Rural,0.893,0.082,0.0,100.0,15.1
Kentucky,Casey,35.88458,Rural,0.138,0.701,0.006,100.0,27.5
Kentucky,Metcalfe,35.60489,Rural,0.353,0.529,0.006,100.0,21.8
Kentucky,Russell,71.15279,Rural,0.069,0.86,0.013,100.0,28.1
Louisiana,Beauregard,31.57988,Rural,0.215,0.748,0.003,100.0,18.3
Maine,Somerset,12.90839,Rural,0.122,0.071,0.61,100.0,18.4
Oklahoma,Cimarron,1.238276,Rural,0.886,0.109,0.0,100.0,27.5
Kentucky,Meade,98.09364,Rural,0.298,0.66,0.001,100.0,10.9
Kentucky,Nelson,111.7283,Rural,0.225,0.726,0.018,100.0,12.7
Kentucky,Owen,32.03848,Rural,0.287,0.629,0.017,100.0,33.3
Missouri,Pemiscot,31.57702,Rural,0.658,0.331,0.001,100.0,20.4
Nebraska,Nance,7.622238,Rural,0.515,0.443,0.002,100.0,16.5
Wisconsin,Menominee,11.96539,Rural,0.778,0.036,0.013,100.0,20.7
Texas,Panola,27.78067,Rural,0.268,0.715,0.001,100.0,20.1
Kentucky,Bath,45.82499,Rural,0.326,0.582,0.008,100.0,22.5
Texas,Anderson,54.6547,Rural,0.23,0.752,0.0,100.0,28.4
Virginia,Caroline,59.12622,Rural,0.143,0.759,0.061,100.0,21.3
Iowa,Sioux,46.63949,Rural,0.585,0.384,0.011,100.0,7.9
California,Glenn,21.80952,Rural,0.503,0.333,0.002,100.0,23.0
Missouri,St. Louis,4828.575,Not rural,0.696,0.291,0.001,77.3,22.7
Georgia,Fannin,65.70826,Rural,0.398,0.547,0.018,100.0,14.5
South Dakota,Grant,11.05443,Rural,0.552,0.368,0.04,100.0,12.7
South Dakota,Marshall,5.205938,Rural,0.493,0.328,0.145,100.0,23.0
Washington,Thurston,407.2963,Not rural,0.358,0.584,0.006,76.1,9.1
Nebraska,Knox,7.593061,Rural,0.564,0.38,0.004,100.0,20.6
New Mexico,Valencia,71.81948,Rural,0.818,0.091,0.0,100.0,27.1
Montana,Prairie,0.7387988,Rural,0.854,0.103,0.025,100.0,18.9
Iowa,Allamakee,21.97878,Rural,0.73,0.147,0.034,100.0,23.9
Texas,Cameron,473.0807,Not rural,0.084,0.905,0.0,98.0,40.4
Texas,Montgomery,604.4883,Not rural,0.467,0.52,0.002,76.1,8.4
Colorado,Las Animas,3.021619,Rural,0.744,0.143,0.002,100.0,23.4
Texas,Llano,23.16433,Rural,0.102,0.874,0.0,100.0,15.1
Texas,Mason,4.262324,Rural,0.345,0.618,0.0,100.0,21.9
North Carolina,Clay,52.03192,Rural,0.29,0.605,0.034,100.0,18.9
New York,Orange,494.0866,Not rural,0.54,0.142,0.287,96.6,17.9
New York,Schenectady,779.0489,Not rural,0.747,0.162,0.062,68.6,12.2
West Virginia,Mingo,55.45687,Rural,0.189,0.759,0.004,100.0,22.9
Kansas,Wabaunsee,8.714196,Rural,0.655,0.161,0.04,100.0,15.8
Minnesota,Houston,34.09807,Not rural,0.758,0.107,0.044,84.0,12.0
Kentucky,Nicholas,38.97988,Rural,0.324,0.554,0.006,100.0,32.0
Massachusetts,Plymouth,804.1646,Not rural,0.536,0.112,0.329,67.4,8.0
New York,Bronx,34219.09,Not rural,0.526,0.14,0.274,96.6,19.4
North Carolina,Dare,96.96552,Rural,0.061,0.931,0.002,100.0,7.5
Ohio,Medina,432.6576,Not rural,0.769,0.18,0.018,67.0,9.5
Pennsylvania,Armstrong,100.3151,Not rural,0.797,0.092,0.066,94.3,18.2
New Jersey,Atlantic,493.7906,Not rural,0.748,0.162,0.063,98.0,13.1
